	ÐÐºÅ	 µ¥´Ê	 ÀàÐÍ	 ¼ÇºÅÐÎÊ½
 	288	 )	 ·Ö¸ô·û	 < ) ,->
 	288	 ;	 ·Ö¸ô·û	 < ; ,->
 	289	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	289	 (	 ·Ö¸ô·û	 < ( ,->
 	289	 )	 ·Ö¸ô·û	 < ) ,->
 	289	 ;	 ·Ö¸ô·û	 < ; ,->
 	290	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	290	 (	 ·Ö¸ô·û	 < ( ,->
 	290	 )	 ·Ö¸ô·û	 < ) ,->
 	290	 ;	 ·Ö¸ô·û	 < ; ,->
 	291	 }	 ·Ö¸ô·û	 < } ,->
 	292	 }	 ·Ö¸ô·û	 < } ,->
 	294	 else	 ¹Ø¼ü×Ö	 < else ,->
	294	 if	 ¹Ø¼ü×Ö	 < if ,->
	294	 (	 ·Ö¸ô·û	 < ( ,->
 	294	 ch	 ±êÊ¶·û	 <id, 11 >
 	294	 =	 ²Ù×÷·û	 < assign-op ,->
 	294	 =	 ²Ù×÷·û	 < assign-op ,->
 	294	 '|'	 ×Ö·û´®	 < '|' ,->
 	294	 )	 ·Ö¸ô·û	 < ) ,->
 	295	 {	 ·Ö¸ô·û	 < { ,->
 	296	 pos	 ±êÊ¶·û	 <id, 12 >
 	296	 =	 ²Ù×÷·û	 < assign-op ,->
 	296	 0	 ³£Êý	 <num, 0 >
	296	 ;	 ·Ö¸ô·û	 < ; ,->
 	297	 Concat	 ±êÊ¶·û	 <id, 21 >
 	297	 (	 ·Ö¸ô·û	 < ( ,->
 	297	 ch	 ±êÊ¶·û	 <id, 11 >
 	297	 )	 ·Ö¸ô·û	 < ) ,->
 	297	 ;	 ·Ö¸ô·û	 < ; ,->
 	298	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	298	 (	 ·Ö¸ô·û	 < ( ,->
 	298	 )	 ·Ö¸ô·û	 < ) ,->
 	298	 ;	 ·Ö¸ô·û	 < ; ,->
 	299	 if	 ¹Ø¼ü×Ö	 < if ,->
	299	 (	 ·Ö¸ô·û	 < ( ,->
 	299	 ch	 ±êÊ¶·û	 <id, 11 >
 	299	 =	 ²Ù×÷·û	 < assign-op ,->
 	299	 =	 ²Ù×÷·û	 < assign-op ,->
 	299	 '|'	 ×Ö·û´®	 < '|' ,->
 	299	 )	 ·Ö¸ô·û	 < ) ,->
 	300	 {	 ·Ö¸ô·û	 < { ,->
 	301	 Concat	 ±êÊ¶·û	 <id, 21 >
 	301	 (	 ·Ö¸ô·û	 < ( ,->
 	301	 ch	 ±êÊ¶·û	 <id, 11 >
 	301	 )	 ·Ö¸ô·û	 < ) ,->
 	301	 ;	 ·Ö¸ô·û	 < ; ,->
 	302	 strToken	 ±êÊ¶·û	 <id, 10 >
 	302	 [	 ·Ö¸ô·û	 < [ ,->
 	302	 pos	 ±êÊ¶·û	 <id, 12 >
 	302	 ++	 ²Ù×÷·û	 < ++ ,->
 	302	 ]	 ·Ö¸ô·û	 < ] ,->
 	302	 =	 ²Ù×÷·û	 < assign-op ,->
 	302	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	302	 ;	 ·Ö¸ô·û	 < ; ,->
 	303	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	303	 (	 ·Ö¸ô·û	 < ( ,->
 	303	 outfile	 ±êÊ¶·û	 <id, 9 >
 	303	 ,	 ·Ö¸ô·û	 < , ,->
 	303	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	303	 ,	 ·Ö¸ô·û	 < , ,->
 	303	 strToken	 ±êÊ¶·û	 <id, 10 >
 	303	 )	 ·Ö¸ô·û	 < ) ,->
 	303	 ;	 ·Ö¸ô·û	 < ; ,->
 	304	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	304	 (	 ·Ö¸ô·û	 < ( ,->
 	304	 )	 ·Ö¸ô·û	 < ) ,->
 	304	 ;	 ·Ö¸ô·û	 < ; ,->
 	305	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	305	 (	 ·Ö¸ô·û	 < ( ,->
 	305	 )	 ·Ö¸ô·û	 < ) ,->
 	305	 ;	 ·Ö¸ô·û	 < ; ,->
 	306	 }	 ·Ö¸ô·û	 < } ,->
 	307	 else	 ¹Ø¼ü×Ö	 < else ,->
	308	 {	 ·Ö¸ô·û	 < { ,->
 	309	 printf	 ±êÊ¶·û	 <id, 19 >
 	309	 (	 ·Ö¸ô·û	 < ( ,->
 	309	 "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n"	 ×Ö·û´®	 < "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n" ,->
 	309	 ,	 ·Ö¸ô·û	 < , ,->
 	309	 numberOflines	 ±êÊ¶·û	 <id, 13 >
 	309	 )	 ·Ö¸ô·û	 < ) ,->
 	309	 ;	 ·Ö¸ô·û	 < ; ,->
 	310	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	310	 (	 ·Ö¸ô·û	 < ( ,->
 	310	 )	 ·Ö¸ô·û	 < ) ,->
 	310	 ;	 ·Ö¸ô·û	 < ; ,->
 	311	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	311	 (	 ·Ö¸ô·û	 < ( ,->
 	311	 )	 ·Ö¸ô·û	 < ) ,->
 	311	 ;	 ·Ö¸ô·û	 < ; ,->
 	312	 }	 ·Ö¸ô·û	 < } ,->
 	313	 }	 ·Ö¸ô·û	 < } ,->
 	315	 else	 ¹Ø¼ü×Ö	 < else ,->
	315	 if	 ¹Ø¼ü×Ö	 < if ,->
	315	 (	 ·Ö¸ô·û	 < ( ,->
 	315	 ch	 ±êÊ¶·û	 <id, 11 >
 	315	 =	 ²Ù×÷·û	 < assign-op ,->
 	315	 =	 ²Ù×÷·û	 < assign-op ,->
 	315	 '/'	 ×Ö·û´®	 < '/' ,->
 	315	 )	 ·Ö¸ô·û	 < ) ,->
 	316	 {	 ·Ö¸ô·û	 < { ,->
 	317	 pos	 ±êÊ¶·û	 <id, 12 >
 	317	 =	 ²Ù×÷·û	 < assign-op ,->
 	317	 0	 ³£Êý	 <num, 0 >
	317	 ;	 ·Ö¸ô·û	 < ; ,->
 	318	 Concat	 ±êÊ¶·û	 <id, 21 >
 	318	 (	 ·Ö¸ô·û	 < ( ,->
 	318	 ch	 ±êÊ¶·û	 <id, 11 >
 	318	 )	 ·Ö¸ô·û	 < ) ,->
 	318	 ;	 ·Ö¸ô·û	 < ; ,->
 	319	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	319	 (	 ·Ö¸ô·û	 < ( ,->
 	319	 )	 ·Ö¸ô·û	 < ) ,->
 	319	 ;	 ·Ö¸ô·û	 < ; ,->
 	320	 if	 ¹Ø¼ü×Ö	 < if ,->
	320	 (	 ·Ö¸ô·û	 < ( ,->
 	320	 ch	 ±êÊ¶·û	 <id, 11 >
 	320	 =	 ²Ù×÷·û	 < assign-op ,->
 	320	 =	 ²Ù×÷·û	 < assign-op ,->
 	320	 '='	 ×Ö·û´®	 < '=' ,->
 	320	 )	 ·Ö¸ô·û	 < ) ,->
 	321	 {	 ·Ö¸ô·û	 < { ,->
 	322	 Concat	 ±êÊ¶·û	 <id, 21 >
 	322	 (	 ·Ö¸ô·û	 < ( ,->
 	322	 ch	 ±êÊ¶·û	 <id, 11 >
 	322	 )	 ·Ö¸ô·û	 < ) ,->
 	322	 ;	 ·Ö¸ô·û	 < ; ,->
 	323	 strToken	 ±êÊ¶·û	 <id, 10 >
 	323	 [	 ·Ö¸ô·û	 < [ ,->
 	323	 pos	 ±êÊ¶·û	 <id, 12 >
 	323	 ++	 ²Ù×÷·û	 < ++ ,->
 	323	 ]	 ·Ö¸ô·û	 < ] ,->
 	323	 =	 ²Ù×÷·û	 < assign-op ,->
 	323	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	323	 ;	 ·Ö¸ô·û	 < ; ,->
 	324	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	324	 (	 ·Ö¸ô·û	 < ( ,->
 	324	 outfile	 ±êÊ¶·û	 <id, 9 >
 	324	 ,	 ·Ö¸ô·û	 < , ,->
 	324	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	324	 ,	 ·Ö¸ô·û	 < , ,->
 	324	 strToken	 ±êÊ¶·û	 <id, 10 >
 	324	 )	 ·Ö¸ô·û	 < ) ,->
 	324	 ;	 ·Ö¸ô·û	 < ; ,->
 	325	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	325	 (	 ·Ö¸ô·û	 < ( ,->
 	325	 )	 ·Ö¸ô·û	 < ) ,->
 	325	 ;	 ·Ö¸ô·û	 < ; ,->
 	326	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	326	 (	 ·Ö¸ô·û	 < ( ,->
 	326	 )	 ·Ö¸ô·û	 < ) ,->
 	326	 ;	 ·Ö¸ô·û	 < ; ,->
 	327	 }	 ·Ö¸ô·û	 < } ,->
 	328	 else	 ¹Ø¼ü×Ö	 < else ,->
	328	 if	 ¹Ø¼ü×Ö	 < if ,->
	328	 (	 ·Ö¸ô·û	 < ( ,->
 	328	 ch	 ±êÊ¶·û	 <id, 11 >
 	328	 =	 ²Ù×÷·û	 < assign-op ,->
 	328	 =	 ²Ù×÷·û	 < assign-op ,->
 	328	 '/'	 ×Ö·û´®	 < '/' ,->
 	328	 )	 ·Ö¸ô·û	 < ) ,->
 	330	 {	 ·Ö¸ô·û	 < { ,->
 	331	 Retract	 ±êÊ¶·û	 <id, 25 >
 	331	 (	 ·Ö¸ô·û	 < ( ,->
 	331	 )	 ·Ö¸ô·û	 < ) ,->
 	331	 ;	 ·Ö¸ô·û	 < ; ,->
 	332	 while	 ¹Ø¼ü×Ö	 < while ,->
	332	 (	 ·Ö¸ô·û	 < ( ,->
 	332	 ch	 ±êÊ¶·û	 <id, 11 >
 	332	 !=	 ²Ù×÷·û	 < != ,->
 	332	 '\n'	 ×Ö·û´®	 < '\n' ,->
 	332	 ch	 ±êÊ¶·û	 <id, 11 >
 	332	 !=	 ²Ù×÷·û	 < != ,->
 	332	 EOF	 ±êÊ¶·û	 <id, 18 >
 	332	 )	 ·Ö¸ô·û	 < ) ,->
 	333	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	333	 (	 ·Ö¸ô·û	 < ( ,->
 	333	 )	 ·Ö¸ô·û	 < ) ,->
 	333	 ;	 ·Ö¸ô·û	 < ; ,->
 	334	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	334	 (	 ·Ö¸ô·û	 < ( ,->
 	334	 )	 ·Ö¸ô·û	 < ) ,->
 	334	 ;	 ·Ö¸ô·û	 < ; ,->
 	335	 }	 ·Ö¸ô·û	 < } ,->
 	336	 else	 ¹Ø¼ü×Ö	 < else ,->
	337	 {	 ·Ö¸ô·û	 < { ,->
 	338	 strToken	 ±êÊ¶·û	 <id, 10 >
 	338	 [	 ·Ö¸ô·û	 < [ ,->
 	338	 pos	 ±êÊ¶·û	 <id, 12 >
 	338	 ++	 ²Ù×÷·û	 < ++ ,->
 	338	 ]	 ·Ö¸ô·û	 < ] ,->
 	338	 =	 ²Ù×÷·û	 < assign-op ,->
 	338	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	338	 ;	 ·Ö¸ô·û	 < ; ,->
 	339	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	339	 (	 ·Ö¸ô·û	 < ( ,->
 	339	 outfile	 ±êÊ¶·û	 <id, 9 >
 	339	 ,	 ·Ö¸ô·û	 < , ,->
 	339	 "%s      è¿ç®—ç¬¦\n"	 ×Ö·û´®	 < "%s      è¿ç®—ç¬¦\n" ,->
 	339	 ,	 ·Ö¸ô·û	 < , ,->
 	339	 strToken	 ±êÊ¶·û	 <id, 10 >
 	339	 )	 ·Ö¸ô·û	 < ) ,->
 	339	 ;	 ·Ö¸ô·û	 < ; ,->
 	340	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	340	 (	 ·Ö¸ô·û	 < ( ,->
 	340	 )	 ·Ö¸ô·û	 < ) ,->
 	340	 ;	 ·Ö¸ô·û	 < ; ,->
 	341	 }	 ·Ö¸ô·û	 < } ,->
 	342	 }	 ·Ö¸ô·û	 < } ,->
 	345	 else	 ¹Ø¼ü×Ö	 < else ,->
	345	 if	 ¹Ø¼ü×Ö	 < if ,->
	345	 (	 ·Ö¸ô·û	 < ( ,->
 	345	 IsBound	 ±êÊ¶·û	 <id, 24 >
 	345	 (	 ·Ö¸ô·û	 < ( ,->
 	345	 ch	 ±êÊ¶·û	 <id, 11 >
 	345	 )	 ·Ö¸ô·û	 < ) ,->
 	345	 )	 ·Ö¸ô·û	 < ) ,->
 	346	 {	 ·Ö¸ô·û	 < { ,->
 	347	 pos	 ±êÊ¶·û	 <id, 12 >
 	347	 =	 ²Ù×÷·û	 < assign-op ,->
 	347	 0	 ³£Êý	 <num, 0 >
	347	 ;	 ·Ö¸ô·û	 < ; ,->
 	348	 Concat	 ±êÊ¶·û	 <id, 21 >
 	348	 (	 ·Ö¸ô·û	 < ( ,->
 	348	 ch	 ±êÊ¶·û	 <id, 11 >
 	348	 )	 ·Ö¸ô·û	 < ) ,->
 	348	 ;	 ·Ö¸ô·û	 < ; ,->
 	349	 strToken	 ±êÊ¶·û	 <id, 10 >
 	349	 [	 ·Ö¸ô·û	 < [ ,->
 	349	 pos	 ±êÊ¶·û	 <id, 12 >
 	349	 ++	 ²Ù×÷·û	 < ++ ,->
 	349	 ]	 ·Ö¸ô·û	 < ] ,->
 	349	 =	 ²Ù×÷·û	 < assign-op ,->
 	349	 '\0'	 ×Ö·û´®	 < '\0' ,->
 	349	 ;	 ·Ö¸ô·û	 < ; ,->
 	350	 fprintf	 ±êÊ¶·û	 <id, 32 >
 	350	 (	 ·Ö¸ô·û	 < ( ,->
 	350	 outfile	 ±êÊ¶·û	 <id, 9 >
 	350	 ,	 ·Ö¸ô·û	 < , ,->
 	350	 "%s      åˆ†ç•Œç¬¦\n"	 ×Ö·û´®	 < "%s      åˆ†ç•Œç¬¦\n" ,->
 	350	 ,	 ·Ö¸ô·û	 < , ,->
 	350	 strToken	 ±êÊ¶·û	 <id, 10 >
 	350	 )	 ·Ö¸ô·û	 < ) ,->
 	350	 ;	 ·Ö¸ô·û	 < ; ,->
 	351	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	351	 (	 ·Ö¸ô·û	 < ( ,->
 	351	 )	 ·Ö¸ô·û	 < ) ,->
 	351	 ;	 ·Ö¸ô·û	 < ; ,->
 	352	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	352	 (	 ·Ö¸ô·û	 < ( ,->
 	352	 )	 ·Ö¸ô·û	 < ) ,->
 	352	 ;	 ·Ö¸ô·û	 < ; ,->
 	353	 }	 ·Ö¸ô·û	 < } ,->
 	354	 else	 ¹Ø¼ü×Ö	 < else ,->
	355	 {	 ·Ö¸ô·û	 < { ,->
 	356	 printf	 ±êÊ¶·û	 <id, 19 >
 	356	 (	 ·Ö¸ô·û	 < ( ,->
 	356	 "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n"	 ×Ö·û´®	 < "ç¬¬%dè¡Œæœ‰éžæ³•å­—ç¬¦ï¼ç»§ç»­åˆ†æž......\n" ,->
 	356	 ,	 ·Ö¸ô·û	 < , ,->
 	356	 numberOflines	 ±êÊ¶·û	 <id, 13 >
 	356	 )	 ·Ö¸ô·û	 < ) ,->
 	356	 ;	 ·Ö¸ô·û	 < ; ,->
 	357	 GetChar	 ±êÊ¶·û	 <id, 16 >
 	357	 (	 ·Ö¸ô·û	 < ( ,->
 	357	 )	 ·Ö¸ô·û	 < ) ,->
 	357	 ;	 ·Ö¸ô·û	 < ; ,->
 	358	 GetBC	 ±êÊ¶·û	 <id, 20 >
 	358	 (	 ·Ö¸ô·û	 < ( ,->
 	358	 )	 ·Ö¸ô·û	 < ) ,->
 	358	 ;	 ·Ö¸ô·û	 < ; ,->
 	359	 }	 ·Ö¸ô·û	 < } ,->
 	360	 }	 ·Ö¸ô·û	 < } ,->
 	363	 printf	 ±êÊ¶·û	 <id, 19 >
 	363	 (	 ·Ö¸ô·û	 < ( ,->
 	363	 "\nå…±è®¡%dè¡Œ\n"	 ×Ö·û´®	 < "\nå…±è®¡%dè¡Œ\n" ,->
 	363	 ,	 ·Ö¸ô·û	 < , ,->
 	363	 numberOflines	 ±êÊ¶·û	 <id, 13 >
 	363	 )	 ·Ö¸ô·û	 < ) ,->
 	363	 ;	 ·Ö¸ô·û	 < ; ,->
 	364	 printf	 ±êÊ¶·û	 <id, 19 >
 	364	 (	 ·Ö¸ô·û	 < ( ,->
 	364	 "\nå•è¯ä¸ªæ•°ä¸º%dä¸ª(å³å…³é”®å­—ã€æ ‡è¯†ç¬¦å’Œæ•°å­—ä¸ªæ•°)\n"	 ×Ö·û´®	 < "\nå•è¯ä¸ªæ•°ä¸º%dä¸ª(å³å…³é”®å­—ã€æ ‡è¯†ç¬¦å’Œæ•°å­—ä¸ªæ•°)\n" ,->
 	364	 ,	 ·Ö¸ô·û	 < , ,->
 	364	 numberOfwords	 ±êÊ¶·û	 <id, 14 >
 	364	 )	 ·Ö¸ô·û	 < ) ,->
 	364	 ;	 ·Ö¸ô·û	 < ; ,->
 	365	 printf	 ±êÊ¶·û	 <id, 19 >
 	365	 (	 ·Ö¸ô·û	 < ( ,->
 	365	 "\nå­—ç¬¦ä¸ªæ•°ä¸º%dä¸ª(å³åŒ…æ‹¬ç©ºæ ¼ã€æ¢è¡Œã€æ³¨é‡Šä¸­çš„å­—ç¬¦åœ¨å†…çš„æ‰€æœ‰å­—ç¬¦)\n\n\n"	 ×Ö·û´®	 < "\nå­—ç¬¦ä¸ªæ•°ä¸º%dä¸ª(å³åŒ…æ‹¬ç©ºæ ¼ã€æ¢è¡Œã€æ³¨é‡Šä¸­çš„å­—ç¬¦åœ¨å†…çš„æ‰€æœ‰å­—ç¬¦)\n\n\n" ,->
 	365	 ,	 ·Ö¸ô·û	 < , ,->
 	365	 numberOfchars	 ±êÊ¶·û	 <id, 15 >
 	365	 )	 ·Ö¸ô·û	 < ) ,->
 	365	 ;	 ·Ö¸ô·û	 < ; ,->
 	366	 system	 ±êÊ¶·û	 <id, 33 >
 	366	 (	 ·Ö¸ô·û	 < ( ,->
 	366	 "pause"	 ×Ö·û´®	 < "pause" ,->
 	366	 )	 ·Ö¸ô·û	 < ) ,->
 	366	 ;	 ·Ö¸ô·û	 < ; ,->
 	367	 return	 ¹Ø¼ü×Ö	 < return ,->
	367	 0	 ³£Êý	 <num, 0 >
	367	 ;	 ·Ö¸ô·û	 < ; ,->
 	368	 }	 ·Ö¸ô·û	 < } ,->
 ----------------------×Ü½á----------------------
		×ÜÐÐÊý£º 369
		×Ö·û×ÜÊý£º 5076
		¹Ø¼ü×Ö¸öÊý£º 177
		±êÊ¶·û¸öÊý£º 360
		·Ö¸ô·û¸öÊý£º 761
		²Ù×÷·û¸öÊý£º 224
		³£Êý¸öÊý£º 92
